state,year,share_inperson,share_virtual,share_hybrid,participation,pass,case_rate_per100k_zip,enrollment_total
CO,2017,0.9399293065071106,0.060070671141147614,0,90.51667022705078,0.18233333587646483,31.046859741210938,8723
CO,2017,0.9399293065071106,0.060070671141147614,0,90.6500015258789,0.24633333206176758,31.046859741210938,8723
CO,2018,0.8586572408676147,0.14134275913238525,0,99.1500015258789,0.14266666412353515,31.544958114624023,7864
CO,2018,0.8586572408676147,0.060070671141147614,0.08127208799123764,98.93333435058594,0.25433332443237305,29.046768188476563,1132
CO,2018,0,0.5759717226028442,0.42402827739715576,97.71666717529297,0.19816667556762696,31.543411254882813,5725
CO,2018,0,0.27561837434768677,0.7243816256523132,95.08333587646484,0.2973333358764648,31.53898048400879,18657
CO,2018,0.21554769575595856,0.46643108129501343,0.3180212080478668,97.1500015258789,0.34,31.544958114624023,35817
CO,2018,0.8586572408676147,0.060070671141147614,0.08127208799123764,98.93333435058594,0.37016666412353516,29.046768188476563,1132
CO,2018,0.21554769575595856,0.060070671141147614,0.7243816256523132,92.58333587646484,0.40616664886474607,29.8106746673584,1001
CO,2018,0,0.5759717226028442,0.42402827739715576,97.58333587646484,0.12,31.543411254882813,5725
CO,2018,0,0.27561837434768677,0.7243816256523132,95.19999694824219,0.3618333435058594,31.53898048400879,18657
CO,2018,0.21554769575595856,0.060070671141147614,0.7243816256523132,92.58333587646484,0.4671666717529297,29.8106746673584,1001
CO,2018,0.8586572408676147,0.14134275913238525,0,98.78333282470703,0.24833333969116211,31.544958114624023,7864
CO,2018,0.9399293065071106,0.060070671141147614,0,89.93333435058594,0.17983333587646486,31.046859741210938,8723
CO,2018,0.21554769575595856,0.46643108129501343,0.3180212080478668,97.133331298828125,0.4420000076293945,31.544958114624023,35817
CO,2018,0.9399293065071106,0.060070671141147614,0,89.44999694824219,0.2641666603088379,31.046859741210938,8723
CO,2019,0.9399293065071106,0.060070671141147614,0,88.33333587646484,0.19149999618530272,31.046859741210938,8723
CO,2019,0,0.5759717226028442,0.42402827739715576,95.30000305175781,0.13633333206176756,31.543411254882813,5725
CO,2019,0.8586572408676147,0.14134275913238525,0,98.46666717529297,0.16333333969116212,31.544958114624023,7864
CO,2019,0,0.27561837434768677,0.7243816256523132,96.30000305175781,0.279333324432373,31.53898048400879,18657
CO,2019,0.8586572408676147,0.060070671141147614,0.08127208799123764,99.19999694824219,0.24266666412353516,29.046768188476563,1132
CO,2019,0.21554769575595856,0.060070671141147614,0.7243816256523132,97.383331298828125,0.4583333206176758,29.8106746673584,1001
CO,2019,0.8586572408676147,0.060070671141147614,0.08127208799123764,99.01667022705078,0.3836666488647461,29.046768188476563,1132
CO,2019,0.8586572408676147,0.14134275913238525,0,97.66666412353516,0.2670000076293945,31.544958114624023,7864
CO,2019,0.9399293065071106,0.060070671141147614,0,88.01667022705078,0.27649999618530274,31.046859741210938,8723
CO,2019,0,0.5759717226028442,0.42402827739715576,94.866668701171875,0.21233333587646486,31.543411254882813,5725
CO,2019,0,0.27561837434768677,0.7243816256523132,96.43333435058594,0.3811666488647461,31.53898048400879,18657
CO,2019,0.21554769575595856,0.060070671141147614,0.7243816256523132,97.66666412353516,0.3621666717529297,29.8106746673584,1001
CO,2019,0.21554769575595856,0.46643108129501343,0.3180212080478668,97.03333282470703,0.4463333511352539,31.544958114624023,35817
CO,2019,0.21554769575595856,0.46643108129501343,0.3180212080478668,97.08333587646484,0.3503333282470703,31.544958114624023,35817
CO,2021,0.8586572408676147,0.14134275913238525,0,61.20000076293945,0.10766666412353515,31.544958114624023,7864
CO,2021,0.8586572408676147,0.060070671141147614,0.08127208799123764,90.16666412353516,0.10699999809265137,29.046768188476563,1132
CO,2021,0.8586572408676147,0.14134275913238525,0,63.53333282470703,0.1916666603088379,31.544958114624023,7864
CO,2021,0.21554769575595856,0.060070671141147614,0.7243816256523132,34.03333282470703,0.24166666030883788,29.8106746673584,1001
CO,2021,0,0.27561837434768677,0.7243816256523132,78.06666564941406,0.3366666793823242,31.53898048400879,18657
CO,2021,0.9399293065071106,0.060070671141147614,0,56.56666564941406,0.22133333206176758,31.046859741210938,8723
CO,2021,0,0.27561837434768677,0.7243816256523132,74.9000015258789,0.18600000381469728,31.53898048400879,18657
CO,2021,0.8586572408676147,0.060070671141147614,0.08127208799123764,95,0.26733333587646485,29.046768188476563,1132
CO,2021,0,0.5759717226028442,0.42402827739715576,49.400001525878906,0.11533333778381348,31.543411254882813,5725
CO,2021,0.21554769575595856,0.46643108129501343,0.3180212080478668,59.733333587646484,0.40900001525878904,31.544958114624023,35817
CO,2021,0,0.5759717226028442,0.42402827739715576,38.733333587646484,0.04,31.543411254882813,5725
CO,2021,0.9399293065071106,0.060070671141147614,0,57.400001525878906,0.11899999618530273,31.046859741210938,8723
CO,2021,0.21554769575595856,0.060070671141147614,0.7243816256523132,40.46666717529297,0.36066665649414065,29.8106746673584,1001
CO,2021,0.21554769575595856,0.46643108129501343,0.3180212080478668,55.63333511352539,0.2833333396911621,31.544958114624023,35817
CO,2016,1,0,0,100,0.4343333435058594,27.739643096923828,227
CO,2016,1,0,0,98.4000015258789,0.3515999984741211,27.739643096923828,227
CO,2016,0.6431095600128174,0.08127208799123764,0.27561837434768677,99.28333282470703,0.3593333435058594,27.72553825378418,2176
CO,2016,0.6431095600128174,0.08127208799123764,0.27561837434768677,99.4000015258789,0.22,27.72553825378418,2176
CO,2017,1,0,0,96.96666717529297,0.32,27.739643096923828,227
CO,2017,0.6431095600128174,0.08127208799123764,0.27561837434768677,99.28333282470703,0.1941666603088379,27.72553825378418,2176
CO,2017,1,0,0,100,0.5573333358764648,27.739643096923828,227
CO,2017,0.6431095600128174,0.08127208799123764,0.27561837434768677,99.133331298828125,0.33349998474121095,27.72553825378418,2176
CO,2018,0.6431095600128174,0.08127208799123764,0.27561837434768677,98.71666717529297,0.3518333435058594,27.72553825378418,2176
CO,2018,1,0,0,100,0.46016666412353513,27.739643096923828,227
CO,2018,0.6431095600128174,0.08127208799123764,0.27561837434768677,98,0.2241666603088379,27.72553825378418,2176
CO,2018,1,0,0,100,0.27,27.739643096923828,227
CO,2019,0.6431095600128174,0.08127208799123764,0.27561837434768677,98.96666717529297,0.35450000762939454,27.72553825378418,2176
CO,2019,1,0,0,100,0.2953333282470703,27.739643096923828,227
CO,2019,0.6431095600128174,0.08127208799123764,0.27561837434768677,99.08333587646484,0.24066667556762694,27.72553825378418,2176
CO,2019,1,0,0,100,0.566500015258789,27.739643096923828,227
CO,2021,1,0,0,94.55000305175781,0.34299999237060547,27.739643096923828,227
CO,2021,1,0,0,93.9000015258789,0.31366666793823245,27.739643096923828,227
CO,2021,0.6431095600128174,0.08127208799123764,0.27561837434768677,74.73332977294922,0.2066666603088379,27.72553825378418,2176
CO,2021,0.6431095600128174,0.08127208799123764,0.27561837434768677,77.866668701171875,0.33766666412353513,27.72553825378418,2176
CO,2016,1,0,0,62.983333587646484,0.16299999237060547,27.019638061523438,5322
CO,2016,0.32508835196495056,0.060070671141147614,0.6148409843444824,93.4000015258789,0.5888333511352539,25.313413619995117,13734
CO,2016,0.32508835196495056,0.060070671141147614,0.6148409843444824,92.93333435058594,0.48400001525878905,25.313413619995117,13734
CO,2016,0.8586572408676147,0.14134275913238525,0,96.33333587646484,0.18016666412353516,25.362018585205078,2259
CO,2016,0.10954063385725021,0.25088340044021606,0.6395759582519531,93.81666564941406,0.14125,25.362018585205078,1125
CO,2016,0,0.5759717226028442,0.42402827739715576,98.5,0.13350000381469726,27.707490921020508,36396
CO,2016,0.21554769575595856,0.060070671141147614,0.7243816256523132,88.73332977294922,0.4186666488647461,25.3309383392334,52804
CO,2016,1,0,0,61.29999923706055,0.12550000190734864,27.019638061523438,5322
CO,2016,0.21554769575595856,0.060070671141147614,0.7243816256523132,88.73332977294922,0.5083333206176758,25.3309383392334,52804
CO,2016,0,0.5759717226028442,0.42402827739715576,97.81666564941406,0.21633333206176758,27.707490921020508,36396
CO,2016,0.10954063385725021,0.25088340044021606,0.6395759582519531,98.08333587646484,0.22716667175292968,25.362018585205078,1125
CO,2016,0.8586572408676147,0.14134275913238525,0,96.58333587646484,0.26183332443237306,25.362018585205078,2259
CO,2017,1,0,0,61.78333282470703,0.20016666412353515,27.019638061523438,5322
CO,2017,0,0.5759717226028442,0.42402827739715576,98.25,0.14800000190734863,27.707490921020508,36396
CO,2017,0.21554769575595856,0.060070671141147614,0.7243816256523132,87.06666564941406,0.5153333282470703,25.3309383392334,52804
CO,2017,0.32508835196495056,0.060070671141147614,0.6148409843444824,94.19999694824219,0.62,25.313413619995117,13734
CO,2017,0.10954063385725021,0.25088340044021606,0.6395759582519531,98.383331298828125,0.245,25.362018585205078,1125
CO,2017,0.32508835196495056,0.060070671141147614,0.6148409843444824,93.73332977294922,0.485,25.313413619995117,13734
CO,2017,0.10954063385725021,0.25088340044021606,0.6395759582519531,98.5,0.09439999580383301,25.362018585205078,1125
CO,2017,0,0.5759717226028442,0.42402827739715576,98.55000305175781,0.24483333587646483,27.707490921020508,36396
CO,2017,0.8586572408676147,0.14134275913238525,0,96.616668701171875,0.15166666984558105,25.362018585205078,2259
CO,2017,1,0,0,60.91666793823242,0.11283333778381348,27.019638061523438,5322
CO,2017,0.8586572408676147,0.14134275913238525,0,96.28333282470703,0.2546666717529297,25.362018585205078,2259
CO,2017,0.21554769575595856,0.060070671141147614,0.7243816256523132,86.78333282470703,0.41483333587646487,25.3309383392334,52804
CO,2018,0.8586572408676147,0.14134275913238525,0,96.116668701171875,0.2133333396911621,25.362018585205078,2259
CO,2018,0.32508835196495056,0.060070671141147614,0.6148409843444824,94.8499984741211,0.49849998474121093,25.313413619995117,13734
CO,2018,0,0.5759717226028442,0.42402827739715576,98.3499984741211,0.25683332443237306,27.707490921020508,36396
CO,2018,0.21554769575595856,0.060070671141147614,0.7243816256523132,89.5,0.3961666488647461,25.3309383392334,52804
CO,2018,0,0.5759717226028442,0.42402827739715576,98.4000015258789,0.1666666603088379,27.707490921020508,36396
CO,2018,0.32508835196495056,0.060070671141147614,0.6148409843444824,95.05000305175781,0.6451667022705078,25.313413619995117,13734
CO,2018,0.8586572408676147,0.14134275913238525,0,96.0999984741211,0.3281666564941406,25.362018585205078,2259
CO,2018,0.10954063385725021,0.25088340044021606,0.6395759582519531,96.78333282470703,0.07800000190734863,25.362018585205078,1125
CO,2018,1,0,0,61.483333587646484,0.17299999237060548,27.019638061523438,5322
CO,2018,1,0,0,61.849998474121094,0.2761666679382324,27.019638061523438,5322
CO,2018,0.21554769575595856,0.060070671141147614,0.7243816256523132,89.616668701171875,0.5015000152587891,25.3309383392334,52804
CO,2018,0.10954063385725021,0.25088340044021606,0.6395759582519531,96.96666717529297,0.2560000038146973,25.362018585205078,1125
CO,2019,1,0,0,100,0.23299999237060548,23.838518142700195,226
CO,2019,1,0,0,100,0.15,23.838518142700195,226
CO,2019,0.21554769575595856,0.060070671141147614,0.7243816256523132,90.21666717529297,0.5070000076293946,25.3309383392334,52804
CO,2019,1,0,0,40.83333206176758,0.2625,27.019638061523438,5322
CO,2019,0,0.5759717226028442,0.42402827739715576,98.33333587646484,0.18233333587646483,27.707490921020508,36396
CO,2019,0.32508835196495056,0.060070671141147614,0.6148409843444824,94.883331298828125,0.6415000152587891,25.313413619995117,13734
CO,2019,0.32508835196495056,0.060070671141147614,0.6148409843444824,95.06666564941406,0.5273333358764648,25.313413619995117,13734
CO,2019,1,0,0,41.33333206176758,0.37599998474121094,27.019638061523438,5322
CO,2019,0.8586572408676147,0.14134275913238525,0,95.80000305175781,0.3246666717529297,25.362018585205078,2259
CO,2019,0.10954063385725021,0.25088340044021606,0.6395759582519531,97.0999984741211,0.08733333587646484,25.362018585205078,1125
CO,2019,0.21554769575595856,0.060070671141147614,0.7243816256523132,90.366668701171875,0.4325,25.3309383392334,52804
CO,2019,0,0.5759717226028442,0.42402827739715576,98.26667022705078,0.2646666717529297,27.707490921020508,36396
CO,2019,0.10954063385725021,0.25088340044021606,0.6395759582519531,95.98332977294922,0.17733333587646485,25.362018585205078,1125
CO,2019,0.8586572408676147,0.14134275913238525,0,96.18333435058594,0.23116666793823243,25.362018585205078,2259
CO,2021,1,0,0,15.633333206176758,0.5116666793823242,27.019638061523438,5322
CO,2021,0.32508835196495056,0.060070671141147614,0.6148409843444824,48.96666717529297,0.4576666641235352,25.313413619995117,13734
CO,2021,0,0.5759717226028442,0.42402827739715576,55.400001525878906,0.11966666221618652,27.707490921020508,36396
CO,2021,0.21554769575595856,0.060070671141147614,0.7243816256523132,46.766666412353516,0.35900001525878905,25.3309383392334,52804
CO,2021,1,0,0,12.033333778381348,0.28399999618530275,27.019638061523438,5322
CO,2021,0.32508835196495056,0.060070671141147614,0.6148409843444824,59.400001525878906,0.6216666793823242,25.313413619995117,13734
CO,2021,0.8586572408676147,0.14134275913238525,0,58.66666793823242,0.26733333587646485,25.362018585205078,2259
CO,2021,0,0.5759717226028442,0.42402827739715576,61.83333206176758,0.23,27.707490921020508,36396
CO,2021,0.10954063385725021,0.25088340044021606,0.6395759582519531,86.69999694824219,0.17366666793823243,25.362018585205078,1125
CO,2021,0.8586572408676147,0.14134275913238525,0,64.69999694824219,0.3433333206176758,25.362018585205078,2259
CO,2021,1,0,0,95.0999984741211,0.33299999237060546,23.838518142700195,226
CO,2021,0.21554769575595856,0.060070671141147614,0.7243816256523132,51.29999923706055,0.5113333511352539,25.3309383392334,52804
CO,2021,0.10954063385725021,0.25088340044021606,0.6395759582519531,77.53333282470703,0.095,25.362018585205078,1125
CO,2016,0,0.060070671141147614,0.9399293065071106,99.8499984741211,0.18166666030883788,21.55052375793457,1599
CO,2016,0,0.060070671141147614,0.9399293065071106,95.75,0.2533333396911621,21.55052375793457,1599
CO,2017,0,0.060070671141147614,0.9399293065071106,99.19999694824219,0.2075,21.55052375793457,1599
CO,2017,0,0.060070671141147614,0.9399293065071106,99.06666564941406,0.26899999618530274,21.55052375793457,1599
CO,2018,0,0.060070671141147614,0.9399293065071106,99.48332977294922,0.34900001525878904,21.55052375793457,1599
CO,2018,0,0.060070671141147614,0.9399293065071106,99.75,0.24260000228881837,21.55052375793457,1599
CO,2019,0,0.060070671141147614,0.9399293065071106,90.1500015258789,0.27183332443237307,21.55052375793457,1599
CO,2019,0,0.060070671141147614,0.9399293065071106,90.25,0.35700000762939454,21.55052375793457,1599
CO,2021,0,0.060070671141147614,0.9399293065071106,80.26667022705078,0.1896666717529297,21.55052375793457,1599
CO,2021,0,0.060070671141147614,0.9399293065071106,78.0999984741211,0.280666675567627,21.55052375793457,1599
CO,2016,1,0,0,94.37999725341797,0.27299999237060546,25.930505752563477,262
CO,2016,1,0,0,94.37999725341797,0.27100000381469724,25.930505752563477,262
CO,2017,1,0,0,95.4800033569336,0.25825000762939454,25.930505752563477,262
CO,2017,1,0,0,95.4800033569336,0.2716666603088379,25.930505752563477,262
CO,2018,1,0,0,96.08000183105469,0.16600000381469726,25.930505752563477,262
CO,2018,1,0,0,94.69999694824219,0.22700000762939454,25.930505752563477,262
CO,2019,1,0,0,100,0.529000015258789,25.941280364990234,133
CO,2019,1,0,0,97.91999816894531,0.25,25.930505752563477,262
CO,2019,1,0,0,97.91999816894531,0.28424999237060544,25.930505752563477,262
CO,2021,1,0,0,92.0999984741211,0.23549999237060548,25.930505752563477,262
CO,2021,1,0,0,94.0999984741211,0.3129999923706055,25.941280364990234,133
CO,2021,1,0,0,97.53333282470703,0.18049999237060546,25.930505752563477,262
CO,2016,1,0,0,95.883331298828125,0.523499984741211,82.31512451171875,2273
CO,2016,0.8091872930526733,0,0.19081272184848785,98.23332977294922,0.48333332061767575,82.50296783447266,202
CO,2016,0.8091872930526733,0,0.19081272184848785,98.23332977294922,0.41266666412353514,82.50296783447266,202
CO,2016,1,0,0,95.43333435058594,0.2583333396911621,82.31512451171875,2273
CO,2017,0.8091872930526733,0,0.19081272184848785,98.56666564941406,0.43966667175292967,82.50296783447266,202
CO,2017,1,0,0,92.98332977294922,0.30366666793823244,82.31512451171875,2273
CO,2017,0.8091872930526733,0,0.19081272184848785,98.56666564941406,0.40900001525878904,82.50296783447266,202
CO,2017,1,0,0,93.43333435058594,0.4501666641235352,82.31512451171875,2273
CO,2018,0.8091872930526733,0,0.19081272184848785,100,0.4570000076293945,82.50296783447266,202
CO,2018,0.8091872930526733,0,0.19081272184848785,100,0.55,82.50296783447266,202
CO,2018,1,0,0,90.51667022705078,0.3833333206176758,82.31512451171875,2273
CO,2018,1,0,0,90.03333282470703,0.24616666793823241,82.31512451171875,2273
CO,2019,0.8091872930526733,0,0.19081272184848785,97.779998779296875,0.52125,82.50296783447266,202
CO,2019,1,0,0,94.366668701171875,0.20850000381469727,82.31512451171875,2273
CO,2019,1,0,0,94.43333435058594,0.3306666564941406,82.31512451171875,2273
CO,2019,0.8091872930526733,0,0.19081272184848785,97.779998779296875,0.545,82.50296783447266,202
CO,2021,0.8091872930526733,0,0.19081272184848785,100,0.505,82.50296783447266,202
CO,2021,1,0,0,63.06666564941406,0.15333333015441894,82.31512451171875,2273
CO,2021,1,0,0,77.0999984741211,0.3016666603088379,82.31512451171875,2273
CO,2021,0.8091872930526733,0,0.19081272184848785,100,0.6519999694824219,82.50296783447266,202
CO,2016,0.21554769575595856,0.27561837434768677,0.5088339447975159,93.01667022705078,0.44849998474121094,20.173015594482422,30332
CO,2016,0,0.46643108129501343,0.5335689187049866,79.05000305175781,0.46299999237060546,20.17453384399414,28511
CO,2016,0.21554769575595856,0.27561837434768677,0.5088339447975159,93.0999984741211,0.32849998474121095,20.173015594482422,30332
CO,2016,0,0.46643108129501343,0.5335689187049866,80.06666564941406,0.5906666564941406,20.17453384399414,28511
CO,2017,0.21554769575595856,0.27561837434768677,0.5088339447975159,93.41666412353516,0.32983333587646485,20.173015594482422,30332
CO,2017,0,0.46643108129501343,0.5335689187049866,79.06666564941406,0.6033333206176758,20.17453384399414,28511
CO,2017,0.21554769575595856,0.27561837434768677,0.5088339447975159,93.5999984741211,0.49349998474121093,20.173015594482422,30332
CO,2017,0,0.46643108129501343,0.5335689187049866,78.01667022705078,0.4443333435058594,20.17453384399414,28511
CO,2018,0.21554769575595856,0.27561837434768677,0.5088339447975159,93.56666564941406,0.3511666488647461,20.173015594482422,30332
CO,2018,0,0.46643108129501343,0.5335689187049866,91.03333282470703,0.5026666641235351,20.17453384399414,28511
CO,2018,0.21554769575595856,0.27561837434768677,0.5088339447975159,93.75,0.4878333282470703,20.173015594482422,30332
CO,2018,0,0.46643108129501343,0.5335689187049866,90.6500015258789,0.5991666793823243,20.17453384399414,28511
CO,2019,0.21554769575595856,0.27561837434768677,0.5088339447975159,93.66666412353516,0.3996666717529297,20.173015594482422,30332
CO,2019,0.21554769575595856,0.27561837434768677,0.5088339447975159,93.9000015258789,0.49450000762939456,20.173015594482422,30332
CO,2019,0,0.46643108129501343,0.5335689187049866,91.66666412353516,0.500999984741211,20.17453384399414,28511
CO,2019,0,0.46643108129501343,0.5335689187049866,91.133331298828125,0.6104999923706055,20.17453384399414,28511
CO,2021,0,0.46643108129501343,0.5335689187049866,69.4000015258789,0.4356666564941406,20.17453384399414,28511
CO,2021,0.21554769575595856,0.27561837434768677,0.5088339447975159,79.83333587646484,0.4666666793823242,20.173015594482422,30332
CO,2021,0,0.46643108129501343,0.5335689187049866,72.80000305175781,0.6233333206176758,20.17453384399414,28511
CO,2021,0.21554769575595856,0.27561837434768677,0.5088339447975159,76.76667022705078,0.28266666412353514,20.173015594482422,30332
CO,2016,1,0,0,92.44999694824219,0.2084000015258789,21.770227432250977,889
CO,2016,1,0,0,99,0.5258333206176757,21.881301879882813,1186
CO,2016,1,0,0,99.76000213623047,0.43720001220703125,21.881301879882813,1186
CO,2016,1,0,0,91.83333587646484,0.3661666488647461,21.770227432250977,889
CO,2017,1,0,0,99.4000015258789,0.5248333358764649,21.881301879882813,1186
CO,2017,1,0,0,99.4000015258789,0.4520000076293945,21.881301879882813,1186
CO,2017,1,0,0,98.866668701171875,0.25979999542236326,21.770227432250977,889
CO,2017,1,0,0,98,0.35200000762939454,21.770227432250977,889
CO,2018,1,0,0,99.6500015258789,0.4096666717529297,21.881301879882813,1186
CO,2018,1,0,0,94.633331298828125,0.22959999084472657,21.770227432250977,889
CO,2018,1,0,0,94.43333435058594,0.37466667175292967,21.770227432250977,889
CO,2018,1,0,0,99.66666412353516,0.558666648864746,21.881301879882813,1186
CO,2019,1,0,0,99.116668701171875,0.5076666641235351,21.881301879882813,1186
CO,2019,1,0,0,95.46666717529297,0.39433334350585936,21.770227432250977,889
CO,2019,1,0,0,95.46666717529297,0.2825,21.770227432250977,889
CO,2019,1,0,0,99.116668701171875,0.5793333435058594,21.881301879882813,1186
CO,2021,1,0,0,96.16666412353516,0.29766666412353515,21.770227432250977,889
CO,2021,1,0,0,90.30000305175781,0.5766666793823242,21.881301879882813,1186
CO,2021,1,0,0,92.4000015258789,0.4633333206176758,21.881301879882813,1186
CO,2021,1,0,0,95.76667022705078,0.2736666679382324,21.770227432250977,889
CO,2016,0.7844523191452026,0.21554769575595856,0,95.41666412353516,0.3678333282470703,13.807068824768066,639
CO,2016,0.7844523191452026,0.21554769575595856,0,95.44999694824219,0.2591666603088379,13.807068824768066,639
CO,2017,0.7844523191452026,0.21554769575595856,0,92.51667022705078,0.3108333396911621,13.807068824768066,639
CO,2017,0.7844523191452026,0.21554769575595856,0,92.80000305175781,0.5165000152587891,13.807068824768066,639
CO,2018,0.7844523191452026,0.21554769575595856,0,95.75,0.3831666564941406,13.807068824768066,639
CO,2018,0.7844523191452026,0.21554769575595856,0,95.23332977294922,0.25899999618530273,13.807068824768066,639
CO,2019,0.7844523191452026,0.21554769575595856,0,97.883331298828125,0.30766666412353516,13.807068824768066,639
CO,2019,0.7844523191452026,0.21554769575595856,0,96.883331298828125,0.3625,13.807068824768066,639
CO,2021,0.7844523191452026,0.21554769575595856,0,80.80000305175781,0.29166666030883787,13.807068824768066,639
CO,2021,0.7844523191452026,0.21554769575595856,0,79.46666717529297,0.27799999237060546,13.807068824768066,639
CO,2016,1,0,0,98.33333587646484,0.4563333511352539,26.106531143188477,991
CO,2016,0.9187279343605042,0,0.08127208799123764,100,0.4775,24.944181442260742,331
CO,2016,0,0,1,97.2750015258789,0.25,26.116477966308594,145
CO,2016,0,0,1,97.375,0.3129999923706055,26.116477966308594,145
CO,2016,0.9187279343605042,0,0.08127208799123764,100,0.3975,24.944181442260742,331
CO,2016,1,0,0,98.80000305175781,0.3525,26.106531143188477,991
CO,2017,1,0,0,97.31666564941406,0.35066665649414064,26.106531143188477,991
CO,2017,0,0,1,94.44999694824219,0.25,26.116477966308594,145
CO,2017,0.9187279343605042,0,0.08127208799123764,100,0.39720001220703127,24.944181442260742,331
CO,2017,1,0,0,97.51667022705078,0.5091666793823242,26.106531143188477,991
CO,2017,0.9187279343605042,0,0.08127208799123764,100,0.5143999862670898,24.944181442260742,331
CO,2018,1,0,0,98.08333587646484,0.5413333511352539,26.106531143188477,991
CO,2018,1,0,0,97.866668701171875,0.34016666412353513,26.106531143188477,991
CO,2018,0.9187279343605042,0,0.08127208799123764,100,0.5241666793823242,24.944181442260742,331
CO,2018,0.9187279343605042,0,0.08127208799123764,100,0.40733333587646486,24.944181442260742,331
CO,2019,0.9187279343605042,0,0.08127208799123764,100,0.504000015258789,24.944181442260742,331
CO,2019,1,0,0,96.94999694824219,0.3613333511352539,26.106531143188477,991
CO,2019,1,0,0,96.94999694824219,0.5446666717529297,26.106531143188477,991
CO,2019,0.9187279343605042,0,0.08127208799123764,100,0.37166667938232423,24.944181442260742,331
CO,2021,0.9187279343605042,0,0.08127208799123764,95.96666717529297,0.3054999923706055,24.944181442260742,331
CO,2021,1,0,0,98.26667022705078,0.47266666412353514,26.106531143188477,991
CO,2021,0.9187279343605042,0,0.08127208799123764,93.43333435058594,0.4653333282470703,24.944181442260742,331
CO,2021,1,0,0,95.43333435058594,0.3513333511352539,26.106531143188477,991
CO,2016,0.21554769575595856,0.32508835196495056,0.4593639671802521,95.94999694824219,0.3383333206176758,17.84029769897461,198
CO,2016,0.21554769575595856,0.32508835196495056,0.4593639671802521,97.3499984741211,0.375,17.84029769897461,198
CO,2016,0.7844523191452026,0.21554769575595856,0,97.68000030517578,0.18850000381469725,17.863595962524414,238
CO,2016,0.7844523191452026,0.21554769575595856,0,97.55999755859375,0.2175,17.863595962524414,238
CO,2017,0.7844523191452026,0.21554769575595856,0,100,0.34049999237060546,17.863595962524414,238
CO,2017,0.7844523191452026,0.21554769575595856,0,100,0.20200000762939452,17.863595962524414,238
CO,2017,0.21554769575595856,0.32508835196495056,0.4593639671802521,100,0.225,17.84029769897461,198
